review_text,preprocessed_review_text,review_rating,review_year,branch
The place is nice and the people there are very kind. A good place to try and practice skating on ice. Shoe rentals and locker are available as well.,the place be nice and people there be very kind a good to try practice skate on ice shoe rental locker available as well,4 stars,2023,moa
Completely unreasoned entrance to the court and there is a constant hustle. Rental skates are all old and blunt. Preparation of ice and filling it happens irregularly and therefore the quality of the ice rink is poor. A week ago an ice rink was like a big puddle and after an hour of riding I was completely drenched.,completely unreasonable entrance to the court and there be a constant hustle rental skate be all old blunt preparation of ice fill it happen irregularly therefore quality rink poor week ago an be like big puddle after hour rid i drench,3 stars,2016,moa
"The ice is not cleaned, ski shoes are bad and broken, seems that they’ve never been changed",the ice be not clean ski shoe be bad and break it seem that they have never be change,1 star,2023,moa
Enjoyed our time there,enjoy our time there,5 stars,2022,moa
"The ice quality is passable.
Unfortunstely the rink rules are not enforced and the experienced skaters have to focus on not to collide with counter flowing and/or criss crossing walk ins who have little or no skating experience.",the ice quality be passable unfortunately rink rule be not enforce and experienced skater have to focus on collide with counter flow andor criss crossing walk in who little or no skating experience,4 stars,2020,moa
The employee in the shoe section was plain rude and unaccommodating.,the employee in shoe section be plain rude and unaccommodating,2 stars,2023,moa
Very few people in the morning BUT becareful the counter may not open at 10AM!! Casher is not at desk... finally opened 20mn larer today Mar 9th.,very few people in the morning but be careful counter may not open at 10am casher be desk finally open 20mn later today mar 9th,4 stars,2019,moa
It was a fun experience and I added the photos for more information since I failed to check that there are scheduled hours to skate ☺️ they don't follow the mall hours.,it be a fun experience and i add the photo for more information since fail to check that there be schedule hour skate they dont follow mall,5 stars,2022,moa
"Too early to be closed. They need to extend their open time. A lot of people, including myself, were not able to ice skate. Bit disappointed.",too early to be close they need extend their open time a lot of people include myself be not able ice skate bit disappointed,2 stars,2023,moa
This place was awesome to visit. I want to revisit again,this place be awesome to visit i want revisit again,5 stars,2023,moa
Every Christmas Vacation me and my cousin go here to celebrate/enjoy Christmas It's fun to learn skating and sometimes we get to see some professional who also skate and and can watch a hockey game if you're lucky,every christmas vacation me and my cousin go here to celebrateenjoy its fun learn skating sometimes we get see some professional who also skate can watch a hockey game if youre lucky,5 stars,2020,moa
"The facilities need serious updating/renovating, and their supplies for ice skates need to be thrown out and new ones bought. Those skates are awful. Otherwise, the place is fine.",the facility need serious updating and renovating their supply for ice skate to be throw out new one buy those be awful otherwise place be fine,3 stars,2020,moa
"Crowded during the weekend.
Enjoyable place for everyone.
bring your own jacket 🧥 …",crowd during the weekend enjoyable place for everyone bring your own jacket,5 stars,2023,moa
It's a great place to bond with your families and friends ^^,its a great place to bond with your family and friend,5 stars,2023,moa
My son and my daugther love this ice skating very much!,my son and daughter love this ice skate very much,5 stars,2020,moa
😊 …,,5 stars,2023,moa
Very nice skating rink though it gets too crowded with the amount of people visiting it though it's still worth the visit,very nice skate rink though it get too crowd with the amount of people visit its still worth visit,5 stars,2023,moa
I had a really fun day in skating rink in moa when i got there staff's are very accomodating and friendly.,i have a really fun day in skate rink moa when get there staff be very accomodating and friendly,5 stars,2023,moa
One of the few ice skating rink on the metro. The place is larger now so it is better. The equipment is a bit old now but still ok. Affordable and you can get assistance.,one of the few ice skate rink on metro place be large now so it well equipment a bit old but still ok affordable and you can get assistance,3 stars,2020,moa
"Wasn't able to experience the skating because of the very long line , it's crowded right now too. Since the city is in level 1.",wasnt able to experience the skating because of very long line its crowded right now too since city be in level 1,1 star,2022,moa
nice place..,nice place,4 stars,2023,moa
"Kids have a great time.

Even newbies should not be afraid to try.

Wearing appropriate clothes can help a lot.",kid have a great time . even newbie should n't be afraid to try wear appropriate clothes can help lot,5 stars,2018,moa
I love skating rink here its  super spacious and clean,i love skate rink here its super spacious and clean,5 stars,2023,moa
Its a good think they placed automatic massage chairs for parents who want to relax while waiting for their children,its a good think they place automatic massage chair for parent who want to relax while wait their child,4 stars,2020,moa
"If your shoe size is bigger than 10, don't even bother.
My brother asked for a 13 and they didn't have skates for him. How disappointing. JUST A SUGGESTION, ALL SIZES SHOULD BE AVAILABLE or (at least a few pairs of the bigger sizes).",if your shoe size be big than 10 do n't even bother my brother ask for a 13 and they do have skate him how disappointing just suggestion all size should be available or at least few pair of the,1 star,2018,moa
Very very old skates and smelly helmet. Unfriendly staff.,very old skate and smelly helmet . unfriendly staff,3 stars,2023,moa
"Theu just passby, happy to see people enjoying and having fun at the ring",theu just pass by happy to see people enjoy and have fun at the ring,5 stars,2023,moa
"I was literally skating on butter knives,they don't sharpen the blades of their skates.","i be literally skate on butter knife , they do n't sharpen the blade of their skate",3 stars,2023,moa
first time skating cold....,first time skate cold,5 stars,2020,moa
"Still closed, but I loved skating here pre lock down. An hour of skating is 400 calories easy",still close but i love skating here pre lock down an hour of be 400 calorie easy,5 stars,2021,moa
"It is the coolest place in town. Enjoy ice skating, an alternative way to exercise in a cool environment. It is my passion, it could be yours too.",it be the cool place in town enjoy ice skate an alternative way to exercise a cool environment my passion could be yours too,5 stars,2017,moa
nice place but too crowded especially the alert level gone down to 1,nice place but too crowd especially the alert level go down to 1,5 stars,2022,moa
Very nice.lot of amazing inside SM MOA. Lot of improvement and huge of,very nicelot of amaze inside sm moa lot improvement and huge,5 stars,2023,moa
Rink ice was really smooth during my visit.,rink ice be really smooth during my visit,5 stars,2023,moa
"time check 12:50
out",time check 1250 out,1 star,2023,moa
Brilliant but please take care of the helmet and shoes smell very bad,brilliant but please take care of the helmet and shoe smell very bad,4 stars,2023,moa
Too crowded.. but yep you get what you came for - ice skiing.,too crowd but yep you get what come for ice skiing,4 stars,2023,moa
Great place to bond and have fun!,great place to bond and have fun,5 stars,2023,moa
Such a nice place for those who love to ice skate,such a nice place for those who love to ice skate,5 stars,2023,moa
"Decent rink. Skates are not so great, and it was crowded the entire time. Lots of newbies zooming around in all directions.",decent rink skate be not so great and it be crowd the entire time lot of newbie zoom around in all direction,3 stars,2019,moa
May time limit na ung skating experience plus super duper crowded.,the skating experience have a time limit plus it 's super duper crowd,2 stars,2022,moa
"When I was a 8 years old, I didn't know how. Now for the Present and I'm 10 years old, I know how. But I want to learn in a gracefully once :-)",when i be a 8 year old do n't know how now for the present and im 10 but want to learn in gracefully once,5 stars,2015,moa
It's a little crowded during our visit.,its a little crowded during our visit,3 stars,2023,moa
Makes my daughter happy always,make my daughter happy always,5 stars,2023,moa
i love the place eventhough i'm not a skater.,i love the place even though 'm not a skater,5 stars,2023,moa
Great place to spend with the family!,great place to spend with the family,5 stars,2023,moa
"Enjoyable and a nice experience, especially with friends.",enjoyable and a nice experience especially with friend,4 stars,2023,moa
Fun place to take the kids while everyone else can shop. Will return,fun place to take the kid while everyone else can shop will return,4 stars,2021,moa
I want real snow,i want real snow,5 stars,2023,moa
Nice and great experience at MOA Ice skating rink 😊 …,nice and great experience at moa ice skate rink,5 stars,2022,moa
Very nice place its good for relaxing if you are stressed,very nice place its good for relax if you be stress,5 stars,2021,moa
Very nice place for making a new adventure of your life <3,very nice place for make a new adventure of your life 3,5 stars,2022,moa
"Still not open, but table tennis and Pana(archery) is already available.",still not open but table tennis and panarchery be already available,5 stars,2022,moa
It was my first time here. It was life changing.,it be my first time here . life change,5 stars,2022,moa
😍 …,,5 stars,2022,moa
It was nice and best experience ever,it be nice and best experience ever,5 stars,2023,moa
"I like ice skating
- is ice skating in moa open?
- 2022 limited time am10 ~pm10 same??",i like ice skate be in moa open 2022 limited time am10 pm10 same,4 stars,2022,moa
It is currently closed better try the archery place. Near the SM MOA foodcourt,it be currently close well try the archery place near sm moa food court,3 stars,2021,moa
It’s 7:40 and they’re closed,its 740 and theyre close,1 star,2023,moa
Much better if you que in early,much good if you que in early,3 stars,2022,moa
"Schedule is still a little hectic, reduced capacity is still implemented",schedule be still a little hectic reduce capacity implement,3 stars,2022,moa
Nice place to practice your ice skating skills.,nice place to practice your ice skate skill,5 stars,2023,moa
Stress out,stress out,5 stars,2023,moa
Bring Ur kids doing skating it's so fun.,bring ur kid do skate its so fun,3 stars,2019,moa
Relaxing places,relax place,5 stars,2022,moa
Ice... for people that don't see it. I love it!,ice for people that do n't see it i love,5 stars,2023,moa
Good value for money.,good value for money,4 stars,2023,moa
This skating rink is inside SM Southmall near the Food Court and the only skating rink south of Manila.,this skating rink be inside sm southmall near the food court and only south of manila,4 stars,2021,moa
Just please do not sprinkle salt again on the frozen rink ice from the second floor above! You know who you are!,just please do n't sprinkle salt again on the frozen rink ice from second floor above you know who be,5 stars,2017,moa
Good okace to oractice skating but as of now it is closed.,good opportunity to oractice skate but as of now it be close,5 stars,2021,moa
Amazing experience !,amazing experience,5 stars,2022,moa
Feels your ice skating in foreign country as well as nice watching hockey,feel your ice skate in a foreign country as well nice watch hockey,5 stars,2019,moa
Awesome places in mall of asia.,awesome place in mall of asia,5 stars,2023,moa
Good price and efficient staff.,good price and efficient staff,5 stars,2022,moa
🥹 soooo muchhh funnn …,so much fun,5 stars,2023,moa
We never have time to try this but it looks incredibly awesome.,we never have time to try this but it look incredibly awesome,5 stars,2019,moa
Fancy looking place. But bad service and staff,fancy look place but bad service and staff,1 star,2020,moa
Super nice to skate.,super nice to skate,5 stars,2023,moa
The biggest ice skating in the Philippines.,the big ice skate in philippine,5 stars,2023,moa
It is small skating rink for locals to learn skating and also practice their skills.,it be a small skating rink for local to learn and also practice their skill,4 stars,2020,moa
5 stars!!! It was fun 🤍 …,5 star it be fun,5 stars,2023,moa
Visiting in Dec make Christmas even more special,visit in december make christmas even more special,5 stars,2019,moa
Sad to know that there is no Coach always available.,sad to know that there be no coach always available,3 stars,2020,moa
Taste of their food lately not in good quality..,taste of their food lately not in good quality,2 stars,2022,moa
Fun experience 👍🏼 …,fun experience,5 stars,2020,moa
nice plays to go....at 3floor sm moa,nice play to goat 3floor sm moa,5 stars,2020,moa
It’s huge and crowded!,its huge and crowd,4 stars,2023,moa
"I see Michael Christian Martinez at SM Skating, Mall of Asia",i see michael christian martinez at sm skate mall of asia,5 stars,2023,moa
Need online reservation... Sad 😭 …,need online reservation sad,1 star,2022,moa
Huge place and good for ice skating,huge place and good for ice skating,5 stars,2021,moa
Long wait during weekends,long wait during weekend,3 stars,2023,moa
it's a nice experience,its a nice experience,5 stars,2023,moa
Fun skating here!! Will be back for sure,fun skate here will be back for sure,5 stars,2019,moa
This mall section is still close during the pandemic,this mall section be still close during the pandemic,1 star,2021,moa
Great experience!,great experience,5 stars,2023,moa
Nice and fun,nice and fun,5 stars,2023,moa
Hmmm quitely that impressive for the first time..,hm quite that impressive for the first time,4 stars,2019,moa
Nice place for ice skating lovers,nice place for ice skating lover,5 stars,2023,moa
Huge and highly patronised.,huge and highly patronized,5 stars,2023,moa
Average not organised,average not organize,3 stars,2023,moa
Too many people lol,too many people lol,2 stars,2023,moa
Had so much fun in here...,have so much fun in here,5 stars,2020,moa
Nice one,nice one,5 stars,2023,moa
My kids really have fun,my kid really have fun,5 stars,2020,moa
Great for recreation,great for recreation,5 stars,2023,moa
"Accommodating, friendly and nice staffs.",accommodate friendly and nice staff,3 stars,2020,moa
Good for kids and adults alike,good for kid and adult alike,4 stars,2019,moa
Skates are not well maintained/not in good condition.,skate be not well maintain in good condition,2 stars,2020,moa
nope! maybe next time,nope maybe next time,5 stars,2023,moa
"Really fun, to many polar bears",really fun to many polar bear,5 stars,2020,moa
All good,all good,4 stars,2023,moa
Open for kids now..hello SM....!!!,open for kid nowhello sm,5 stars,2022,moa
Horrible experience. Bad service,horrible experience bad service,1 star,2020,moa
"Currently closed. Dec 27, 2020.",currently close dec 27 2020,5 stars,2021,moa
nice and cool,nice and cool,5 stars,2023,moa
good service,good service,5 stars,2023,moa
Jampacked,jampacked,4 stars,2020,moa
Love to try someday Ice Skating,love to try ice skate someday,5 stars,2022,moa
It's a great experience,its a great experience,5 stars,2019,moa
It's not operational yet,its not operational yet,1 star,2021,moa
Fun,fun,5 stars,2023,moa
good dating spot...,good dating spot,5 stars,2023,moa
Still somewhat crowded,still somewhat crowd,4 stars,2023,moa
Nice view,nice view,5 stars,2022,moa
It was fun playing there,it be fun playing there,5 stars,2020,moa
Sadly! The ice rink is closed.,"unfortunately , the ice rink be close",5 stars,2021,moa
Awesome experience.,awesome experience,5 stars,2023,moa
It's awesome 😍😘😘 …,its awesome,5 stars,2022,moa
Love it,love it,5 stars,2023,moa
Good,good,5 stars,2023,moa
Coolest place in town.,cool place in town,5 stars,2019,moa
😒 …,,1 star,2021,moa
Happy New Year 2021,happy new year 2021,5 stars,2021,moa
Amazing,amaze,4 stars,2023,moa
It's nice,its nice,3 stars,2020,moa
Nice cold,nice cold,5 stars,2021,moa
Best experience,best experience,5 stars,2023,moa
Very nice place,very nice place,4 stars,2019,moa
👍👍👍 …,,5 stars,2019,moa
So cold here tho,so cold here tho,5 stars,2021,moa
Sm molino,sm mill,3 stars,2021,moa
My daughter loves it,my daughter love it,5 stars,2020,moa
planning on playing here,plan on play here,4 stars,2022,moa
Great playground for skaters,great playground for skater,5 stars,2018,moa
I enjoyed the place,i enjoy the place,4 stars,2020,moa
Great,great,5 stars,2023,moa
Only one in the Phils.,only one in the phils,4 stars,2020,moa
My place.,my place,4 stars,2018,moa
Awesome 🙂 …,awesome,4 stars,2022,moa
As of now not in use,as of now not in use,5 stars,2022,moa
Gr8,gr8,4 stars,2023,moa
Had so much Fun!!,have so much fun,5 stars,2019,moa
Nice,nice,5 stars,2023,moa
Enjoy !!❤️❤️,enjoy,5 stars,2023,moa
A satisfying experienced.,a satisfying experience,4 stars,2019,moa
Good but smelly,good but smelly,5 stars,2020,moa
too crowded.,too crowd,2 stars,2023,moa
Big ice skating rink,big ice skate rink,5 stars,2023,moa
Not open now.,not open now,5 stars,2021,moa
As per Olympic standards,as per olympic standard,5 stars,2022,moa
Staff are accommodating,staff be accommodate,5 stars,2021,moa
Cool.,cool,5 stars,2017,moa
Many food stalls,many food stall,5 stars,2022,moa
Love it,love it,5 stars,2021,moa
Crowded,crowd,4 stars,2023,moa
Jahs,jah,5 stars,2022,moa
Cool place,cool place,4 stars,2021,moa
Good 👍 …,good,3 stars,2023,moa
Great playground,great playground,4 stars,2019,moa
Amazing experience.,amazing experience,5 stars,2016,moa
Cold.,cold,5 stars,2019,moa
Love that place,love that place,5 stars,2021,moa
Skating,skate,4 stars,2023,moa
30-Dec-07,30dec07,4 stars,2017,moa
Moo,moo,5 stars,2023,moa
Nice place,nice place,4 stars,2019,moa
Great,great,3 stars,2022,moa
Close now :(,close now,5 stars,2022,moa
Its so cold,its so cold,1 star,2019,moa
Iloveit,iloveit,5 stars,2020,moa
closed atm,close atm,5 stars,2022,moa
I love to skate,i love to skate,5 stars,2023,moa
Awsome,awesome,5 stars,2015,moa
👏💙🎿 …,,4 stars,2019,moa
Best,best,5 stars,2021,moa
Wonderful,wonderful,5 stars,2021,moa
Unlimited skate 💘 …,unlimited skate,5 stars,2019,moa
Fantastic,fantastic,5 stars,2020,moa
Love ♥️👌 …,love,5 stars,2021,moa
nice,nice,5 stars,2019,moa
Fun,fun,5 stars,2019,moa
closed still,close still,1 star,2022,moa
Want to visit,want to visit,5 stars,2018,moa
Close cold,close cold,2 stars,2021,moa
Expensive.,expensive,5 stars,2021,moa
it is cool,it 's cool,5 stars,2021,moa
Awesome,awesome,3 stars,2023,moa
Great,great,5 stars,2023,moa
nice,nice,5 stars,2023,moa
Nice place,nice place,4 stars,2020,moa
Crowded,crowd,3 stars,2023,moa
Loved it,love it,4 stars,2019,moa
Fun fun fun,fun,5 stars,2020,moa
Ice skating on the 3rd floor of the main building. Totally cool and strange. Easy rental and entry. You can also book an instructor 😎 …,ice skate on the 3rd floor of main building totally cool and strange easy rental entry you can also book an instructor,5 stars,2024,moa
"It's so much fun, it's worth the 2hours!!!
Face your fear to learn hahahahahahaha",its so much fun worth the 2hours face your fear to learn hahahahahahahaha,5 stars,2023,moa
"I have only visited the Philippines once in a long time. I haven't been able to go there twice recently, so I will go again next time.
I decided to buy tickets on metrodeal today.
Once the tickets are purchased, you will have a strong motivation to take the time to play.",i have only visit the philippine once in a long time n't be able to go there twice recently so will again next decide buy ticket on metrodeal today be purchase you strong motivation take play,4 stars,2023,moa
"There are too many people, which makes the ice rink very humid and watery, and the smell of sweat is very strong.",there be too many people which make the ice rink very humid and watery smell of sweat be strong,3 stars,2024,moa
"I think for a first timer like me, the overall experience was good. My only complaint would be their gears especially the ice skates. Bro they really stink so you need to disinfect after tying the laces lol. Filthy af. I hope they sanitize it",i think for a first timer like me the overall experience be good my only complaint would be their gear especially ice skate bro they really stink so you need to disinfect after tie lace lol filthy af hope sanitize it,4 stars,2023,moa
"I don't know if I need to expect the stench from the helmet and skates, the stench is terrible.. I'm sorry, but I enjoy skating even if I smell something stinky

Just a tip, if you have your own skates and helmet, it's better to bring them, then regarding the ticket, get it earlier in the metro deal, you'll get cheaper anyway..

Ps, the staff are really nice.",i dont know if need to expect the stench from helmet and skate be terrible im sorry but enjoy skate even smell something stinky just a tip you have your own its better bring them then regard ticket get it earlier in metro deal 'll cheap anyway ps staff be really nice,3 stars,2023,moa
Was about to try skating for the first time because the next one is still available at 4pm. Next time. The prices are clean and posted outside and can be seen immediately.,be about to try skate for the first time because next one be still available at 4pm price be clean and post outside can be see immediately,4 stars,2023,moa
"Skating was fun, I didn't expect to fall so many times haha ​​it's cheaper to book at metrodeal than to buy in line. It's a bit tiring to skate because you don't know if you might get hurt later, but just be careful. Probably not gonna be going here again because of the resulting tiredness but definitely one for the books",skating be fun i do n't expect to fall so many time haha ​​its cheap book at metrodeal than buy in line its a bit tire skate because you dont know if might get hurt later but just be careful probably not gon na go here again of the result tiredness definitely one for book,5 stars,2023,moa
"A beautiful ice rink offers a large ice rink for hockey.
Players training in progress while I take photos.
Skating materials are rented to those who want to try.",a beautiful ice rink offer large for hockey player train in progress while i take photo skate material be rent to those who want try,4 stars,2023,moa
"This place is amazingly fun, but I really couldn't stand the stench of the helmets, I'm not sure if they were sanitized and heated, even the shoes, the smell sticks to the hands and the shoes are stinky, I don't know what ways to get rid of the smell but I hope to find a way",this place be amazingly fun but i really couldnt stand the stench of helmet im not sure if they be sanitize and heat even shoe smell stick to hand be stinky dont know what way get rid hope find a way,4 stars,2023,moa
"It is forbidden to vape but the very person who gave the skates vape! Another complaint, The guards themselves did not visit those who vaped near the CR/massage chair.!
Also, those at the cashier step 2 are rude, the ones who are too lazy to swipe the card, the machine for card payment is always offline! when you get angry, they just say that the card is fine, please educate yourself about using the card!!!! We have already visited a few times. but your reason is always offline when card payment! better remove it as an option for payment!!! We are just wondering because other establishments all their card terminals are working but this skating rink in our five visits is always offline!!! The cashier at STEP 2 is doing more work than to input the card!!! The skates are torn that's not minimaintained! Your staff need to be retrained at the skating rink MOA. It's a waste of time to visit! Very disappointed as a Tourist!",it be forbidden to vape but the very person who give skate another complaint guard themselves do not visit those vaped near crmassage chair also at cashier step 2 be rude one too lazy swipe card machine for payment always offline when you get angry they just say that fine please educate yourself about use we have already visit a few time your reason well remove as an option wonder because other establishment all their terminal work this skate rink in our five visit do more work than input torn thats minimaintained staff need be retrain moa its waste of time disappointed tourist,1 star,2023,moa
"Beautiful place, cheap price, you can bring your children to play for a whole day ~
There is a bus on the first floor. You can go shopping in Makati in the evening or take a special bus to Okada to watch the water dance show😊 …",beautiful place cheap price you can bring your child to play for a whole day there be bus on the first floor go shopping in makati evening or take special okada watch water dance show,5 stars,2020,moa
"It is located inside the Mall of Asia building. This is a skating rink located inside a huge mall in the land of eternal summer. When I first saw it, it suddenly appeared in front of me and I wondered why. Why is it so hot? That's what I thought, but I also thought that ice skating, a winter sport, could be practiced in hot weather and places. Above all, this coolness has become a place of relaxation in the Philippines, and considering that it has even led to the birth of Olympic athletes, I think it is a great achievement.
I don't know the quality of the ice cream because I have no experience with it, but it's a good place that many people can enjoy.",it be locate inside the mall of asia building this a skate rink huge in land eternal summer when i first saw suddenly appear front me and wonder why so hot thats what think but also that ice winter sport could be practice weather place above all coolness have become place relaxation philippine consider even lead to birth olympic athlete think great achievement dont know quality cream because have no experience with its good many people can enjoy,4 stars,2021,moa
"I hope it's the first time for my son to be able to ice skate, because the timing is wrong, there are too many people, but I will make sure when we come back, we will try to be together.",i hope its the first time for my son to be able ice skate because timing be wrong there be too many people but will make sure when we come back try together,2 stars,2023,moa
"It's as expected. If you want to play, it's recommended to wear a jacket. It will be a bit cold if you stay inside for a long time.",its as expect if you want to play recommend wear a jacket it will be bit cold stay inside for long time,5 stars,2019,moa
"The rink is well maintained, not too crowded and quite spacious.

425 pesos for entry and skate and helmet rental.

You also need to rent a locker to put your stuff in for 50 pesos.",the rink be well maintain not too crowd and quite spacious 425 peso for entry skate helmet rental you also need to rent a locker put your stuff in 50,4 stars,2020,moa
It's tiring but it's fun. I already know.,its tiring but fun i already know,5 stars,2023,moa
The coldest place in Manila. I haven’t skated on it. You can try it.,the cold place in manila i have n't skate on it you can try,3 stars,2017,moa
"You can play for 2 hours for 330 pesos.
Rental skates are sticky and smelly.",you can play for 2 hour 330 pesos rental skate be sticky and smelly,4 stars,2023,moa
People are ready .. Must go early . Especially weekends,people be ready must go early especially weekend,5 stars,2023,moa
"I had a lot of fun playing
It's cheap and there's a bear chair so even people who can't skate can have fun.
It was like sitting on a bear chair and pushing it from behind, and I had a lot of fun with it.",i have a lot of fun play its cheap and theres bear chair so even people who cant skate can have it be like sit on push from behind with,5 stars,2023,moa
"I borrowed shoes from an ice skating event in the Philippines, but they were old and the laces were broken, there were holes in them, and my socks got wet.
The inside of my shoes also smell bad and it's the worst. It cost about 1,200 yen in Japanese yen, so I think the number of customers will decrease if we don't clean the necessary items properly.",i borrow shoe from an ice skate event in the philippine but they be old and lace break there hole them my sock get wet inside of also smell bad its bad it cost about 1200 yen japanese so think number customer will decrease if we do n't clean necessary item properly,1 star,2023,moa
"Neutral rate is 3 out of 5
-1 nothing per hour
- 1 hour break to repair potholes
-1 made close for the viewer to pay
-1 in his view now, it was simple before, but now it's ugly...
+1 have new shoes because the shoes I got don't stink hehe and head cup to protect
+1 there is an ice bear to help others to enjoy and balance
So 3-4+2=1 🌟",neutral rate be 3 out of 5 1 nothing per hour break to repair pothole make close for the viewer pay in his view now it be simple before but its ugly have new shoe because i get dont stink hehe and head cup protect there an ice bear help others enjoy balance so 3421,1 star,2020,moa
fun and beautiful,fun and beautiful,4 stars,2023,moa
"It covers a large area, but the food center still has international brands. Compared with shopping malls in Bangkok, it is still far behind.",it cover a large area but the food center still have international brand compare with shopping mall in bangkok be far behind,4 stars,2023,moa
He's ugly when you don't have Jowa with you. You should go here in pairs because you will be others. 😆 …,it 's ugly when you do n't have jowa with . should go here in pair because will be others,1 star,2023,moa
The best But it's annoying,the best but its annoying,5 stars,2022,moa
The skating shoes are all old and THEIR CR stinks! Disgusting!,the skating shoe be all old and their cr stink disgust,2 stars,2023,moa
It's nice here when 10:00-11:30 there are only a few people here but in the afternoon we just adjust to the Rink being quite crowded but not full hehe,its nice here when 101130 there be only a few people but in the afternoon we just adjust to rink be quite crowd not full hehe,5 stars,2020,moa
"I'm not good at using credit cards. The internet is slow and doesn't work... ah, shopping is a mess.",i 'm not good at use credit card . the internet be slow and do n't work shopping a mess,1 star,2023,moa
Shouldn't be missed. Have a lot of fun. Prices are ok,shouldnt be miss have a lot of fun price be ok,5 stars,2023,moa
I thought skating was easy haha ​​but it's still a fun experience,i think skate be easy haha ​​but its still a fun experience,4 stars,2023,moa
It was my first time to try this ice skating. And yes super fun 😂 I'm just on the edge all the time 😂 It's hard to fall especially if there's no one to join but I'm pretty sure I'll get back to you 😋 …,it be my first time to try this ice skate and yes super fun im just on the edge all its hard fall especially if there no one join but pretty sure ill get back you,5 stars,2019,moa
"it's ok, it's a bigger place in megamall.. it's been a while since the last time there was someone who didn't know how to hit me and I went over the floor.. I'm afraid I'm going to pass.. I'm sorry, sister.. hehe, it's ok at least not with my son.",its ok a big place in megamall be while since the last time there be someone who didnt know how to hit me and i go over floor im afraid go pass sorry sister hehe at least not with my son,5 stars,2019,moa
Didn't enter even the 2nd batch.,do n't enter even the 2nd batch,1 star,2023,moa
"It's a shame that we went early in the afternoon, it would have been worth it if we went there early🥴 …",its a shame that we go early in the afternoon it would have be worth if there,4 stars,2022,moa
My son always enjoys it here!,my son always enjoy it here,5 stars,2020,moa
"It is nice to practice, they have a new place in the mall of asia, they are a bit hidden.",it be nice to practice they have a new place in the mall of asia be bit hidden,5 stars,2020,moa
"There is a bag storage area on the roadside on the first floor of the ice rink building - It's free across from the valet parking, but there's an atmosphere where you secretly want a tip - You just leave your bag there without knowing - You take the receipt - It seems like they use the receipt to retrieve your bag later and keep it only until operating hours.",there be a bag storage area on the roadside first floor of ice rink build its free across from valet parking but theres an atmosphere where you secretly want tip just leave your without know take receipt it seem like they use to retrieve later and keep only until operating hour,4 stars,2020,moa
He's bigger than before where the space is quite small.,he big than before where the space be quite small,5 stars,2018,moa
You experienced how cold he is and how he hurts at the same time,you experience how cold he be and hurt at the same time,5 stars,2021,moa
"It's fun to ride while dragging a bear.
The hat and skates smelled really bad.",its fun to ride while drag a bear . the hat and skate smell really bad,4 stars,2023,moa
que,que,5 stars,2022,moa
Where are you going?,where be you go ?,5 stars,2023,moa
"Okay, we're late","okay , we be late",5 stars,2022,moa
Shon's leg is injured,shon 's leg be injure,2 stars,2023,moa
I think it's nice to have a facility like this in a mall.,i think its nice to have a facility like this in mall,5 stars,2017,moa
When will it open and will it remain closed?,when will it open and remain closed,5 stars,2018,moa
I just find it okay,i just find it okay,4 stars,2021,moa
hahahahaha,hahahahaha,4 stars,2023,moa
It's me!!💖 …,its me,5 stars,2023,moa
It's good to eat,its good to eat,5 stars,2022,moa
,,5 stars,2023,moa
Enjoy it so much,enjoy it so much,5 stars,2023,moa
Ang says I am!!! 😅😂😂 …,the say i be,5 stars,2020,moa
,,5 stars,2022,moa
It's very cold here.,it 's very cold here,5 stars,2021,moa
Sarado p,close p,1 star,2021,moa
Better than SM Southmall,good than sm southmall,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
Closed,close,1 star,2021,moa
fun,fun,4 stars,2020,moa
God is from flatulence,god be from flatulence,5 stars,2020,moa
A lot of people,a lot of people,4 stars,2020,moa
,,4 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2022,moa
,,5 stars,2018,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,3 stars,2020,moa
,,3 stars,2020,moa
,,3 stars,2020,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,1 star,2023,moa
,,5 stars,2023,moa
,,1 star,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,2 stars,2022,moa
,,5 stars,2022,moa
,,4 stars,2023,moa
,,2 stars,2021,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,1 star,2023,moa
,,5 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2022,moa
,,5 stars,2021,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
,,4 stars,2023,moa
,,5 stars,2021,moa
,,4 stars,2021,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2020,moa
,,3 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2022,moa
,,4 stars,2023,moa
,,5 stars,2020,moa
