review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
It's a little crowded during our visit.,its a little crowded during our visit,3 stars,2023,moa,"{'neg': 0.33932066, 'neu': 0.6072631, 'pos': 0.053416222}",0.33932066,0.6072631,0.053416222,neutral
Makes my daughter happy always,make my daughter happy always,5 stars,2023,moa,"{'neg': 0.0019202041, 'neu': 0.048016828, 'pos': 0.950063}",0.0019202041,0.048016828,0.950063,positive
i love the place eventhough i'm not a skater.,i love the place even though 'm not a skater,5 stars,2023,moa,"{'neg': 0.015384859, 'neu': 0.056632314, 'pos': 0.9279828}",0.015384859,0.056632314,0.9279828,positive
Great place to spend with the family!,great place to spend with the family,5 stars,2023,moa,"{'neg': 0.0020741266, 'neu': 0.023243397, 'pos': 0.9746825}",0.0020741266,0.023243397,0.9746825,positive
"Enjoyable and a nice experience, especially with friends.",enjoyable and a nice experience especially with friend,4 stars,2023,moa,"{'neg': 0.001522956, 'neu': 0.010640473, 'pos': 0.98783654}",0.001522956,0.010640473,0.98783654,positive
Fun place to take the kids while everyone else can shop. Will return,fun place to take the kid while everyone else can shop will return,4 stars,2021,moa,"{'neg': 0.007667587, 'neu': 0.17498943, 'pos': 0.817343}",0.007667587,0.17498943,0.817343,positive
I want real snow,i want real snow,5 stars,2023,moa,"{'neg': 0.1300743, 'neu': 0.6181818, 'pos': 0.25174388}",0.1300743,0.6181818,0.25174388,neutral
Nice and great experience at MOA Ice skating rink 😊 …,nice and great experience at moa ice skate rink,5 stars,2022,moa,"{'neg': 0.0011384682, 'neu': 0.013100784, 'pos': 0.98576075}",0.0011384682,0.013100784,0.98576075,positive
Very nice place its good for relaxing if you are stressed,very nice place its good for relax if you be stress,5 stars,2021,moa,"{'neg': 0.0038479802, 'neu': 0.029315839, 'pos': 0.96683615}",0.0038479802,0.029315839,0.96683615,positive
Very nice place for making a new adventure of your life <3,very nice place for make a new adventure of your life 3,5 stars,2022,moa,"{'neg': 0.0019011451, 'neu': 0.02889534, 'pos': 0.96920353}",0.0019011451,0.02889534,0.96920353,positive
"Still not open, but table tennis and Pana(archery) is already available.",still not open but table tennis and panarchery be already available,5 stars,2022,moa,"{'neg': 0.013874804, 'neu': 0.7610988, 'pos': 0.2250264}",0.013874804,0.7610988,0.2250264,neutral
It was my first time here. It was life changing.,it be my first time here . life change,5 stars,2022,moa,"{'neg': 0.08934606, 'neu': 0.76112545, 'pos': 0.14952843}",0.08934606,0.76112545,0.14952843,neutral
It was nice and best experience ever,it be nice and best experience ever,5 stars,2023,moa,"{'neg': 0.002188365, 'neu': 0.016861241, 'pos': 0.98095036}",0.002188365,0.016861241,0.98095036,positive
"I like ice skating
- is ice skating in moa open?
- 2022 limited time am10 ~pm10 same??",i like ice skate be in moa open 2022 limited time am10 pm10 same,4 stars,2022,moa,"{'neg': 0.00393932, 'neu': 0.45477802, 'pos': 0.5412827}",0.00393932,0.45477802,0.5412827,positive
It is currently closed better try the archery place. Near the SM MOA foodcourt,it be currently close well try the archery place near sm moa food court,3 stars,2021,moa,"{'neg': 0.010927139, 'neu': 0.8795666, 'pos': 0.1095063}",0.010927139,0.8795666,0.1095063,neutral
It’s 7:40 and they’re closed,its 740 and theyre close,1 star,2023,moa,"{'neg': 0.060961984, 'neu': 0.83700466, 'pos': 0.10203331}",0.060961984,0.83700466,0.10203331,neutral
Much better if you que in early,much good if you que in early,3 stars,2022,moa,"{'neg': 0.005414548, 'neu': 0.11003491, 'pos': 0.8845505}",0.005414548,0.11003491,0.8845505,positive
"Schedule is still a little hectic, reduced capacity is still implemented",schedule be still a little hectic reduce capacity implement,3 stars,2022,moa,"{'neg': 0.2904168, 'neu': 0.6751472, 'pos': 0.034436002}",0.2904168,0.6751472,0.034436002,neutral
Nice place to practice your ice skating skills.,nice place to practice your ice skate skill,5 stars,2023,moa,"{'neg': 0.0024005775, 'neu': 0.0969418, 'pos': 0.9006576}",0.0024005775,0.0969418,0.9006576,positive
Stress out,stress out,5 stars,2023,moa,"{'neg': 0.5692143, 'neu': 0.39481807, 'pos': 0.035967626}",0.5692143,0.39481807,0.035967626,negative
Bring Ur kids doing skating it's so fun.,bring ur kid do skate its so fun,3 stars,2019,moa,"{'neg': 0.0019987442, 'neu': 0.023687057, 'pos': 0.97431415}",0.0019987442,0.023687057,0.97431415,positive
Relaxing places,relax place,5 stars,2022,moa,"{'neg': 0.06384511, 'neu': 0.7723525, 'pos': 0.16380237}",0.06384511,0.7723525,0.16380237,neutral
Ice... for people that don't see it. I love it!,ice for people that do n't see it i love,5 stars,2023,moa,"{'neg': 0.06414434, 'neu': 0.2841157, 'pos': 0.65174}",0.06414434,0.2841157,0.65174,positive
Good value for money.,good value for money,4 stars,2023,moa,"{'neg': 0.017594606, 'neu': 0.19149539, 'pos': 0.79091}",0.017594606,0.19149539,0.79091,positive
This skating rink is inside SM Southmall near the Food Court and the only skating rink south of Manila.,this skating rink be inside sm southmall near the food court and only south of manila,4 stars,2021,moa,"{'neg': 0.015416102, 'neu': 0.93074757, 'pos': 0.05383632}",0.015416102,0.93074757,0.05383632,neutral
Just please do not sprinkle salt again on the frozen rink ice from the second floor above! You know who you are!,just please do n't sprinkle salt again on the frozen rink ice from second floor above you know who be,5 stars,2017,moa,"{'neg': 0.4611647, 'neu': 0.5153001, 'pos': 0.023535194}",0.4611647,0.5153001,0.023535194,neutral
Good okace to oractice skating but as of now it is closed.,good opportunity to oractice skate but as of now it be close,5 stars,2021,moa,"{'neg': 0.008986853, 'neu': 0.21863349, 'pos': 0.77237964}",0.008986853,0.21863349,0.77237964,positive
Amazing experience !,amazing experience,5 stars,2022,moa,"{'neg': 0.0069472212, 'neu': 0.07965998, 'pos': 0.91339284}",0.0069472212,0.07965998,0.91339284,positive
Feels your ice skating in foreign country as well as nice watching hockey,feel your ice skate in a foreign country as well nice watch hockey,5 stars,2019,moa,"{'neg': 0.008830541, 'neu': 0.22693154, 'pos': 0.76423794}",0.008830541,0.22693154,0.76423794,positive
Awesome places in mall of asia.,awesome place in mall of asia,5 stars,2023,moa,"{'neg': 0.0027470216, 'neu': 0.06438941, 'pos': 0.9328636}",0.0027470216,0.06438941,0.9328636,positive
Good price and efficient staff.,good price and efficient staff,5 stars,2022,moa,"{'neg': 0.010551799, 'neu': 0.13099802, 'pos': 0.85845023}",0.010551799,0.13099802,0.85845023,positive
🥹 soooo muchhh funnn …,so much fun,5 stars,2023,moa,"{'neg': 0.007178726, 'neu': 0.045857113, 'pos': 0.94696414}",0.007178726,0.045857113,0.94696414,positive
We never have time to try this but it looks incredibly awesome.,we never have time to try this but it look incredibly awesome,5 stars,2019,moa,"{'neg': 0.0111272475, 'neu': 0.027839266, 'pos': 0.9610335}",0.0111272475,0.027839266,0.9610335,positive
Fancy looking place. But bad service and staff,fancy look place but bad service and staff,1 star,2020,moa,"{'neg': 0.93130004, 'neu': 0.060217686, 'pos': 0.008482261}",0.93130004,0.060217686,0.008482261,negative
Super nice to skate.,super nice to skate,5 stars,2023,moa,"{'neg': 0.0015060634, 'neu': 0.030748108, 'pos': 0.9677459}",0.0015060634,0.030748108,0.9677459,positive
The biggest ice skating in the Philippines.,the big ice skate in philippine,5 stars,2023,moa,"{'neg': 0.015098371, 'neu': 0.85173535, 'pos': 0.13316634}",0.015098371,0.85173535,0.13316634,neutral
It is small skating rink for locals to learn skating and also practice their skills.,it be a small skating rink for local to learn and also practice their skill,4 stars,2020,moa,"{'neg': 0.0046676984, 'neu': 0.691324, 'pos': 0.3040084}",0.0046676984,0.691324,0.3040084,neutral
5 stars!!! It was fun 🤍 …,5 star it be fun,5 stars,2023,moa,"{'neg': 0.0032733078, 'neu': 0.0752554, 'pos': 0.92147124}",0.0032733078,0.0752554,0.92147124,positive
Visiting in Dec make Christmas even more special,visit in december make christmas even more special,5 stars,2019,moa,"{'neg': 0.00091446866, 'neu': 0.025911886, 'pos': 0.9731737}",0.00091446866,0.025911886,0.9731737,positive
Sad to know that there is no Coach always available.,sad to know that there be no coach always available,3 stars,2020,moa,"{'neg': 0.8393075, 'neu': 0.15010732, 'pos': 0.01058524}",0.8393075,0.15010732,0.01058524,negative
Taste of their food lately not in good quality..,taste of their food lately not in good quality,2 stars,2022,moa,"{'neg': 0.9561089, 'neu': 0.041246735, 'pos': 0.0026444048}",0.9561089,0.041246735,0.0026444048,negative
Fun experience 👍🏼 …,fun experience,5 stars,2020,moa,"{'neg': 0.008341182, 'neu': 0.10672615, 'pos': 0.8849327}",0.008341182,0.10672615,0.8849327,positive
nice plays to go....at 3floor sm moa,nice play to goat 3floor sm moa,5 stars,2020,moa,"{'neg': 0.00974627, 'neu': 0.3512794, 'pos': 0.6389743}",0.00974627,0.3512794,0.6389743,positive
It’s huge and crowded!,its huge and crowd,4 stars,2023,moa,"{'neg': 0.029107934, 'neu': 0.38499916, 'pos': 0.5858929}",0.029107934,0.38499916,0.5858929,positive
"I see Michael Christian Martinez at SM Skating, Mall of Asia",i see michael christian martinez at sm skate mall of asia,5 stars,2023,moa,"{'neg': 0.005414452, 'neu': 0.8881738, 'pos': 0.1064118}",0.005414452,0.8881738,0.1064118,neutral
Need online reservation... Sad 😭 …,need online reservation sad,1 star,2022,moa,"{'neg': 0.6622147, 'neu': 0.3217566, 'pos': 0.016028726}",0.6622147,0.3217566,0.016028726,negative
Huge place and good for ice skating,huge place and good for ice skating,5 stars,2021,moa,"{'neg': 0.002047584, 'neu': 0.05645081, 'pos': 0.9415016}",0.002047584,0.05645081,0.9415016,positive
Long wait during weekends,long wait during weekend,3 stars,2023,moa,"{'neg': 0.24206416, 'neu': 0.71595734, 'pos': 0.04197856}",0.24206416,0.71595734,0.04197856,neutral
it's a nice experience,its a nice experience,5 stars,2023,moa,"{'neg': 0.003382828, 'neu': 0.032612644, 'pos': 0.9640045}",0.003382828,0.032612644,0.9640045,positive
Fun skating here!! Will be back for sure,fun skate here will be back for sure,5 stars,2019,moa,"{'neg': 0.0013268971, 'neu': 0.098533444, 'pos': 0.9001397}",0.0013268971,0.098533444,0.9001397,positive
This mall section is still close during the pandemic,this mall section be still close during the pandemic,1 star,2021,moa,"{'neg': 0.32335755, 'neu': 0.64741147, 'pos': 0.029230934}",0.32335755,0.64741147,0.029230934,neutral
Great experience!,great experience,5 stars,2023,moa,"{'neg': 0.008248496, 'neu': 0.06650497, 'pos': 0.92524654}",0.008248496,0.06650497,0.92524654,positive
Nice and fun,nice and fun,5 stars,2023,moa,"{'neg': 0.004449301, 'neu': 0.05977735, 'pos': 0.9357733}",0.004449301,0.05977735,0.9357733,positive
Hmmm quitely that impressive for the first time..,hm quite that impressive for the first time,4 stars,2019,moa,"{'neg': 0.010150664, 'neu': 0.15125313, 'pos': 0.8385962}",0.010150664,0.15125313,0.8385962,positive
Nice place for ice skating lovers,nice place for ice skating lover,5 stars,2023,moa,"{'neg': 0.0021233803, 'neu': 0.04970235, 'pos': 0.9481743}",0.0021233803,0.04970235,0.9481743,positive
Huge and highly patronised.,huge and highly patronized,5 stars,2023,moa,"{'neg': 0.52853084, 'neu': 0.42574722, 'pos': 0.045721963}",0.52853084,0.42574722,0.045721963,negative
Average not organised,average not organize,3 stars,2023,moa,"{'neg': 0.5820644, 'neu': 0.3874942, 'pos': 0.030441415}",0.5820644,0.3874942,0.030441415,negative
Too many people lol,too many people lol,2 stars,2023,moa,"{'neg': 0.3876254, 'neu': 0.49070507, 'pos': 0.12166951}",0.3876254,0.49070507,0.12166951,neutral
Had so much fun in here...,have so much fun in here,5 stars,2020,moa,"{'neg': 0.0027476544, 'neu': 0.01810389, 'pos': 0.9791485}",0.0027476544,0.01810389,0.9791485,positive
Nice one,nice one,5 stars,2023,moa,"{'neg': 0.014240196, 'neu': 0.13110398, 'pos': 0.85465586}",0.014240196,0.13110398,0.85465586,positive
My kids really have fun,my kid really have fun,5 stars,2020,moa,"{'neg': 0.0026529366, 'neu': 0.02511077, 'pos': 0.9722363}",0.0026529366,0.02511077,0.9722363,positive
Great for recreation,great for recreation,5 stars,2023,moa,"{'neg': 0.004301571, 'neu': 0.07631659, 'pos': 0.9193818}",0.004301571,0.07631659,0.9193818,positive
"Accommodating, friendly and nice staffs.",accommodate friendly and nice staff,3 stars,2020,moa,"{'neg': 0.002447998, 'neu': 0.039986737, 'pos': 0.9575653}",0.002447998,0.039986737,0.9575653,positive
Good for kids and adults alike,good for kid and adult alike,4 stars,2019,moa,"{'neg': 0.003792745, 'neu': 0.08532001, 'pos': 0.9108872}",0.003792745,0.08532001,0.9108872,positive
Skates are not well maintained/not in good condition.,skate be not well maintain in good condition,2 stars,2020,moa,"{'neg': 0.62477607, 'neu': 0.34027863, 'pos': 0.034945313}",0.62477607,0.34027863,0.034945313,negative
nope! maybe next time,nope maybe next time,5 stars,2023,moa,"{'neg': 0.18910018, 'neu': 0.7028833, 'pos': 0.10801648}",0.18910018,0.7028833,0.10801648,neutral
"Really fun, to many polar bears",really fun to many polar bear,5 stars,2020,moa,"{'neg': 0.0033204604, 'neu': 0.055761732, 'pos': 0.94091785}",0.0033204604,0.055761732,0.94091785,positive
All good,all good,4 stars,2023,moa,"{'neg': 0.0483823, 'neu': 0.29645962, 'pos': 0.6551581}",0.0483823,0.29645962,0.6551581,positive
Open for kids now..hello SM....!!!,open for kid nowhello sm,5 stars,2022,moa,"{'neg': 0.012011018, 'neu': 0.76696897, 'pos': 0.22101994}",0.012011018,0.76696897,0.22101994,neutral
Horrible experience. Bad service,horrible experience bad service,1 star,2020,moa,"{'neg': 0.9802183, 'neu': 0.017002081, 'pos': 0.0027796547}",0.9802183,0.017002081,0.0027796547,negative
"Currently closed. Dec 27, 2020.",currently close dec 27 2020,5 stars,2021,moa,"{'neg': 0.033562943, 'neu': 0.90279233, 'pos': 0.06364468}",0.033562943,0.90279233,0.06364468,neutral
nice and cool,nice and cool,5 stars,2023,moa,"{'neg': 0.0055271327, 'neu': 0.07559903, 'pos': 0.91887385}",0.0055271327,0.07559903,0.91887385,positive
good service,good service,5 stars,2023,moa,"{'neg': 0.023253832, 'neu': 0.14701036, 'pos': 0.8297359}",0.023253832,0.14701036,0.8297359,positive
Jampacked,jampacked,4 stars,2020,moa,"{'neg': 0.3133907, 'neu': 0.59159696, 'pos': 0.09501236}",0.3133907,0.59159696,0.09501236,neutral
Love to try someday Ice Skating,love to try ice skate someday,5 stars,2022,moa,"{'neg': 0.0020008662, 'neu': 0.050427586, 'pos': 0.9475715}",0.0020008662,0.050427586,0.9475715,positive
It's a great experience,its a great experience,5 stars,2019,moa,"{'neg': 0.003796287, 'neu': 0.027187115, 'pos': 0.9690166}",0.003796287,0.027187115,0.9690166,positive
It's not operational yet,its not operational yet,1 star,2021,moa,"{'neg': 0.4158869, 'neu': 0.54312795, 'pos': 0.040985152}",0.4158869,0.54312795,0.040985152,neutral
Fun,fun,5 stars,2023,moa,"{'neg': 0.03664839, 'neu': 0.38175273, 'pos': 0.5815989}",0.03664839,0.38175273,0.5815989,positive
good dating spot...,good dating spot,5 stars,2023,moa,"{'neg': 0.0067034736, 'neu': 0.18096687, 'pos': 0.81232965}",0.0067034736,0.18096687,0.81232965,positive
Still somewhat crowded,still somewhat crowd,4 stars,2023,moa,"{'neg': 0.11709399, 'neu': 0.79579234, 'pos': 0.0871137}",0.11709399,0.79579234,0.0871137,neutral
Nice view,nice view,5 stars,2022,moa,"{'neg': 0.0043959226, 'neu': 0.047377832, 'pos': 0.9482263}",0.0043959226,0.047377832,0.9482263,positive
It was fun playing there,it be fun playing there,5 stars,2020,moa,"{'neg': 0.005003819, 'neu': 0.07720655, 'pos': 0.9177896}",0.005003819,0.07720655,0.9177896,positive
Sadly! The ice rink is closed.,"unfortunately , the ice rink be close",5 stars,2021,moa,"{'neg': 0.77880275, 'neu': 0.20576897, 'pos': 0.015428318}",0.77880275,0.20576897,0.015428318,negative
Awesome experience.,awesome experience,5 stars,2023,moa,"{'neg': 0.00707965, 'neu': 0.07789151, 'pos': 0.9150288}",0.00707965,0.07789151,0.9150288,positive
It's awesome 😍😘😘 …,its awesome,5 stars,2022,moa,"{'neg': 0.0050228573, 'neu': 0.03958839, 'pos': 0.9553887}",0.0050228573,0.03958839,0.9553887,positive
Love it,love it,5 stars,2023,moa,"{'neg': 0.024173774, 'neu': 0.079559386, 'pos': 0.8962669}",0.024173774,0.079559386,0.8962669,positive
Good,good,5 stars,2023,moa,"{'neg': 0.057428338, 'neu': 0.27954638, 'pos': 0.6630253}",0.057428338,0.27954638,0.6630253,positive
Coolest place in town.,cool place in town,5 stars,2019,moa,"{'neg': 0.0017280334, 'neu': 0.040459417, 'pos': 0.9578125}",0.0017280334,0.040459417,0.9578125,positive
Happy New Year 2021,happy new year 2021,5 stars,2021,moa,"{'neg': 0.0015020365, 'neu': 0.03480987, 'pos': 0.9636881}",0.0015020365,0.03480987,0.9636881,positive
Amazing,amaze,4 stars,2023,moa,"{'neg': 0.1086474, 'neu': 0.5777964, 'pos': 0.31355616}",0.1086474,0.5777964,0.31355616,neutral
It's nice,its nice,3 stars,2020,moa,"{'neg': 0.012337309, 'neu': 0.0969435, 'pos': 0.8907192}",0.012337309,0.0969435,0.8907192,positive
Nice cold,nice cold,5 stars,2021,moa,"{'neg': 0.018463418, 'neu': 0.1783047, 'pos': 0.80323184}",0.018463418,0.1783047,0.80323184,positive
Best experience,best experience,5 stars,2023,moa,"{'neg': 0.00947221, 'neu': 0.1208023, 'pos': 0.86972547}",0.00947221,0.1208023,0.86972547,positive
Very nice place,very nice place,4 stars,2019,moa,"{'neg': 0.003590461, 'neu': 0.028620033, 'pos': 0.96778953}",0.003590461,0.028620033,0.96778953,positive
So cold here tho,so cold here tho,5 stars,2021,moa,"{'neg': 0.38314846, 'neu': 0.54909724, 'pos': 0.06775424}",0.38314846,0.54909724,0.06775424,neutral
Sm molino,sm mill,3 stars,2021,moa,"{'neg': 0.18643533, 'neu': 0.6635817, 'pos': 0.14998294}",0.18643533,0.6635817,0.14998294,neutral
My daughter loves it,my daughter love it,5 stars,2020,moa,"{'neg': 0.0034852505, 'neu': 0.027606681, 'pos': 0.968908}",0.0034852505,0.027606681,0.968908,positive
planning on playing here,plan on play here,4 stars,2022,moa,"{'neg': 0.084585644, 'neu': 0.836353, 'pos': 0.07906129}",0.084585644,0.836353,0.07906129,neutral
Great playground for skaters,great playground for skater,5 stars,2018,moa,"{'neg': 0.0031097415, 'neu': 0.056429278, 'pos': 0.940461}",0.0031097415,0.056429278,0.940461,positive
I enjoyed the place,i enjoy the place,4 stars,2020,moa,"{'neg': 0.006279765, 'neu': 0.052923307, 'pos': 0.9407969}",0.006279765,0.052923307,0.9407969,positive
Great,great,5 stars,2023,moa,"{'neg': 0.05817843, 'neu': 0.3082998, 'pos': 0.63352174}",0.05817843,0.3082998,0.63352174,positive
Only one in the Phils.,only one in the phils,4 stars,2020,moa,"{'neg': 0.111304365, 'neu': 0.7540176, 'pos': 0.13467802}",0.111304365,0.7540176,0.13467802,neutral
My place.,my place,4 stars,2018,moa,"{'neg': 0.10547333, 'neu': 0.67883134, 'pos': 0.21569534}",0.10547333,0.67883134,0.21569534,neutral
Awesome 🙂 …,awesome,4 stars,2022,moa,"{'neg': 0.023494894, 'neu': 0.19677584, 'pos': 0.77972925}",0.023494894,0.19677584,0.77972925,positive
As of now not in use,as of now not in use,5 stars,2022,moa,"{'neg': 0.3938134, 'neu': 0.56938326, 'pos': 0.03680334}",0.3938134,0.56938326,0.03680334,neutral
Gr8,gr8,4 stars,2023,moa,"{'neg': 0.20123957, 'neu': 0.52038705, 'pos': 0.27837333}",0.20123957,0.52038705,0.27837333,neutral
Had so much Fun!!,have so much fun,5 stars,2019,moa,"{'neg': 0.0037327379, 'neu': 0.019830897, 'pos': 0.9764364}",0.0037327379,0.019830897,0.9764364,positive
Nice,nice,5 stars,2023,moa,"{'neg': 0.052610055, 'neu': 0.30867004, 'pos': 0.63871986}",0.052610055,0.30867004,0.63871986,positive
Enjoy !!❤️❤️,enjoy,5 stars,2023,moa,"{'neg': 0.010595139, 'neu': 0.1302223, 'pos': 0.85918254}",0.010595139,0.1302223,0.85918254,positive
A satisfying experienced.,a satisfying experience,4 stars,2019,moa,"{'neg': 0.011536123, 'neu': 0.11214866, 'pos': 0.87631524}",0.011536123,0.11214866,0.87631524,positive
Good but smelly,good but smelly,5 stars,2020,moa,"{'neg': 0.50985825, 'neu': 0.39710864, 'pos': 0.09303315}",0.50985825,0.39710864,0.09303315,negative
too crowded.,too crowd,2 stars,2023,moa,"{'neg': 0.24606168, 'neu': 0.6332662, 'pos': 0.120672174}",0.24606168,0.6332662,0.120672174,neutral
Big ice skating rink,big ice skate rink,5 stars,2023,moa,"{'neg': 0.045270626, 'neu': 0.75039655, 'pos': 0.20433283}",0.045270626,0.75039655,0.20433283,neutral
Not open now.,not open now,5 stars,2021,moa,"{'neg': 0.47802395, 'neu': 0.48533618, 'pos': 0.03663991}",0.47802395,0.48533618,0.03663991,neutral
As per Olympic standards,as per olympic standard,5 stars,2022,moa,"{'neg': 0.17622305, 'neu': 0.7521072, 'pos': 0.07166975}",0.17622305,0.7521072,0.07166975,neutral
Staff are accommodating,staff be accommodate,5 stars,2021,moa,"{'neg': 0.12009841, 'neu': 0.6721213, 'pos': 0.20778029}",0.12009841,0.6721213,0.20778029,neutral
Cool.,cool,5 stars,2017,moa,"{'neg': 0.00997536, 'neu': 0.21843615, 'pos': 0.77158844}",0.00997536,0.21843615,0.77158844,positive
Many food stalls,many food stall,5 stars,2022,moa,"{'neg': 0.062216062, 'neu': 0.8366468, 'pos': 0.10113714}",0.062216062,0.8366468,0.10113714,neutral
Love it,love it,5 stars,2021,moa,"{'neg': 0.024173774, 'neu': 0.079559386, 'pos': 0.8962669}",0.024173774,0.079559386,0.8962669,positive
Crowded,crowd,4 stars,2023,moa,"{'neg': 0.16233312, 'neu': 0.6885777, 'pos': 0.1490892}",0.16233312,0.6885777,0.1490892,neutral
Jahs,jah,5 stars,2022,moa,"{'neg': 0.2339143, 'neu': 0.50615996, 'pos': 0.25992575}",0.2339143,0.50615996,0.25992575,neutral
Cool place,cool place,4 stars,2021,moa,"{'neg': 0.0031956376, 'neu': 0.060789417, 'pos': 0.93601495}",0.0031956376,0.060789417,0.93601495,positive
Good 👍 …,good,3 stars,2023,moa,"{'neg': 0.057428338, 'neu': 0.27954638, 'pos': 0.6630253}",0.057428338,0.27954638,0.6630253,positive
Great playground,great playground,4 stars,2019,moa,"{'neg': 0.00808088, 'neu': 0.07506583, 'pos': 0.9168533}",0.00808088,0.07506583,0.9168533,positive
Amazing experience.,amazing experience,5 stars,2016,moa,"{'neg': 0.0069472212, 'neu': 0.07965998, 'pos': 0.91339284}",0.0069472212,0.07965998,0.91339284,positive
Cold.,cold,5 stars,2019,moa,"{'neg': 0.32955998, 'neu': 0.5182252, 'pos': 0.15221484}",0.32955998,0.5182252,0.15221484,neutral
Love that place,love that place,5 stars,2021,moa,"{'neg': 0.008503329, 'neu': 0.02643915, 'pos': 0.9650575}",0.008503329,0.02643915,0.9650575,positive
Skating,skate,4 stars,2023,moa,"{'neg': 0.16608647, 'neu': 0.6084786, 'pos': 0.22543488}",0.16608647,0.6084786,0.22543488,neutral
30-Dec-07,30dec07,4 stars,2017,moa,"{'neg': 0.21728346, 'neu': 0.6256344, 'pos': 0.15708217}",0.21728346,0.6256344,0.15708217,neutral
Moo,moo,5 stars,2023,moa,"{'neg': 0.2293684, 'neu': 0.528679, 'pos': 0.24195258}",0.2293684,0.528679,0.24195258,neutral
Nice place,nice place,4 stars,2019,moa,"{'neg': 0.005885102, 'neu': 0.06502009, 'pos': 0.9290948}",0.005885102,0.06502009,0.9290948,positive
Great,great,3 stars,2022,moa,"{'neg': 0.05817843, 'neu': 0.3082998, 'pos': 0.63352174}",0.05817843,0.3082998,0.63352174,positive
Close now :(,close now,5 stars,2022,moa,"{'neg': 0.21887635, 'neu': 0.6278853, 'pos': 0.15323839}",0.21887635,0.6278853,0.15323839,neutral
Its so cold,its so cold,1 star,2019,moa,"{'neg': 0.6760098, 'neu': 0.26943338, 'pos': 0.054556865}",0.6760098,0.26943338,0.054556865,negative
Iloveit,iloveit,5 stars,2020,moa,"{'neg': 0.022467727, 'neu': 0.2241426, 'pos': 0.75338966}",0.022467727,0.2241426,0.75338966,positive
closed atm,close atm,5 stars,2022,moa,"{'neg': 0.08910461, 'neu': 0.7927246, 'pos': 0.11817083}",0.08910461,0.7927246,0.11817083,neutral
I love to skate,i love to skate,5 stars,2023,moa,"{'neg': 0.0027142456, 'neu': 0.03146985, 'pos': 0.96581596}",0.0027142456,0.03146985,0.96581596,positive
Awsome,awesome,5 stars,2015,moa,"{'neg': 0.023494894, 'neu': 0.19677584, 'pos': 0.77972925}",0.023494894,0.19677584,0.77972925,positive
Best,best,5 stars,2021,moa,"{'neg': 0.09775569, 'neu': 0.45735756, 'pos': 0.44488674}",0.09775569,0.45735756,0.44488674,neutral
Wonderful,wonderful,5 stars,2021,moa,"{'neg': 0.020563403, 'neu': 0.25869948, 'pos': 0.7207371}",0.020563403,0.25869948,0.7207371,positive
Unlimited skate 💘 …,unlimited skate,5 stars,2019,moa,"{'neg': 0.05226223, 'neu': 0.79465526, 'pos': 0.15308252}",0.05226223,0.79465526,0.15308252,neutral
Fantastic,fantastic,5 stars,2020,moa,"{'neg': 0.079688765, 'neu': 0.309586, 'pos': 0.6107252}",0.079688765,0.309586,0.6107252,positive
Love ♥️👌 …,love,5 stars,2021,moa,"{'neg': 0.08535665, 'neu': 0.3659405, 'pos': 0.5487028}",0.08535665,0.3659405,0.5487028,positive
nice,nice,5 stars,2019,moa,"{'neg': 0.052610055, 'neu': 0.30867004, 'pos': 0.63871986}",0.052610055,0.30867004,0.63871986,positive
Fun,fun,5 stars,2019,moa,"{'neg': 0.03664839, 'neu': 0.38175273, 'pos': 0.5815989}",0.03664839,0.38175273,0.5815989,positive
closed still,close still,1 star,2022,moa,"{'neg': 0.16193213, 'neu': 0.66755784, 'pos': 0.17050998}",0.16193213,0.66755784,0.17050998,neutral
Want to visit,want to visit,5 stars,2018,moa,"{'neg': 0.0079544885, 'neu': 0.23675811, 'pos': 0.75528735}",0.0079544885,0.23675811,0.75528735,positive
Close cold,close cold,2 stars,2021,moa,"{'neg': 0.2520804, 'neu': 0.59627634, 'pos': 0.15164322}",0.2520804,0.59627634,0.15164322,neutral
Expensive.,expensive,5 stars,2021,moa,"{'neg': 0.27758875, 'neu': 0.4647001, 'pos': 0.2577111}",0.27758875,0.4647001,0.2577111,neutral
it is cool,it 's cool,5 stars,2021,moa,"{'neg': 0.004170956, 'neu': 0.08187972, 'pos': 0.9139493}",0.004170956,0.08187972,0.9139493,positive
Awesome,awesome,3 stars,2023,moa,"{'neg': 0.023494894, 'neu': 0.19677584, 'pos': 0.77972925}",0.023494894,0.19677584,0.77972925,positive
Great,great,5 stars,2023,moa,"{'neg': 0.05817843, 'neu': 0.3082998, 'pos': 0.63352174}",0.05817843,0.3082998,0.63352174,positive
nice,nice,5 stars,2023,moa,"{'neg': 0.052610055, 'neu': 0.30867004, 'pos': 0.63871986}",0.052610055,0.30867004,0.63871986,positive
Nice place,nice place,4 stars,2020,moa,"{'neg': 0.005885102, 'neu': 0.06502009, 'pos': 0.9290948}",0.005885102,0.06502009,0.9290948,positive
Crowded,crowd,3 stars,2023,moa,"{'neg': 0.16233312, 'neu': 0.6885777, 'pos': 0.1490892}",0.16233312,0.6885777,0.1490892,neutral
Loved it,love it,4 stars,2019,moa,"{'neg': 0.024173774, 'neu': 0.079559386, 'pos': 0.8962669}",0.024173774,0.079559386,0.8962669,positive
