review_text,review_rating,review_year,branch
Fun place to take the kids while everyone else can shop. Will return,4 stars,2021,moa
I want real snow,5 stars,2023,moa
Nice and great experience at MOA Ice skating rink 😊 …,5 stars,2022,moa
Very nice place its good for relaxing if you are stressed,5 stars,2021,moa
Very nice place for making a new adventure of your life <3,5 stars,2022,moa
"Still not open, but table tennis and Pana(archery) is already available.",5 stars,2022,moa
It was my first time here. It was life changing.,5 stars,2022,moa
😍 …,5 stars,2022,moa
It was nice and best experience ever,5 stars,2023,moa
"I like ice skating
- is ice skating in moa open?
- 2022 limited time am10 ~pm10 same??",4 stars,2022,moa
It is currently closed better try the archery place. Near the SM MOA foodcourt,3 stars,2021,moa
It’s 7:40 and they’re closed,1 star,2023,moa
Much better if you que in early,3 stars,2022,moa
"Schedule is still a little hectic, reduced capacity is still implemented",3 stars,2022,moa
Nice place to practice your ice skating skills.,5 stars,2023,moa
Stress out,5 stars,2023,moa
Bring Ur kids doing skating it's so fun.,3 stars,2019,moa
Relaxing places,5 stars,2022,moa
Ice... for people that don't see it. I love it!,5 stars,2023,moa
Good value for money.,4 stars,2023,moa
This skating rink is inside SM Southmall near the Food Court and the only skating rink south of Manila.,4 stars,2021,moa
Just please do not sprinkle salt again on the frozen rink ice from the second floor above! You know who you are!,5 stars,2017,moa
Good okace to oractice skating but as of now it is closed.,5 stars,2021,moa
Amazing experience !,5 stars,2022,moa
Feels your ice skating in foreign country as well as nice watching hockey,5 stars,2019,moa
Awesome places in mall of asia.,5 stars,2023,moa
Good price and efficient staff.,5 stars,2022,moa
🥹 soooo muchhh funnn …,5 stars,2023,moa
We never have time to try this but it looks incredibly awesome.,5 stars,2019,moa
Fancy looking place. But bad service and staff,1 star,2020,moa
Super nice to skate.,5 stars,2023,moa
The biggest ice skating in the Philippines.,5 stars,2023,moa
It is small skating rink for locals to learn skating and also practice their skills.,4 stars,2020,moa
5 stars!!! It was fun 🤍 …,5 stars,2023,moa
Visiting in Dec make Christmas even more special,5 stars,2019,moa
Sad to know that there is no Coach always available.,3 stars,2020,moa
Taste of their food lately not in good quality..,2 stars,2022,moa
Fun experience 👍🏼 …,5 stars,2020,moa
nice plays to go....at 3floor sm moa,5 stars,2020,moa
It’s huge and crowded!,4 stars,2023,moa
"I see Michael Christian Martinez at SM Skating, Mall of Asia",5 stars,2023,moa
Need online reservation... Sad 😭 …,1 star,2022,moa
Huge place and good for ice skating,5 stars,2021,moa
Long wait during weekends,3 stars,2023,moa
it's a nice experience,5 stars,2023,moa
Fun skating here!! Will be back for sure,5 stars,2019,moa
This mall section is still close during the pandemic,1 star,2021,moa
Great experience!,5 stars,2023,moa
Nice and fun,5 stars,2023,moa
Hmmm quitely that impressive for the first time..,4 stars,2019,moa
Nice place for ice skating lovers,5 stars,2023,moa
Huge and highly patronised.,5 stars,2023,moa
Average not organised,3 stars,2023,moa
Too many people lol,2 stars,2023,moa
Had so much fun in here...,5 stars,2020,moa
Nice one,5 stars,2023,moa
My kids really have fun,5 stars,2020,moa
Great for recreation,5 stars,2023,moa
"Accommodating, friendly and nice staffs.",3 stars,2020,moa
Good for kids and adults alike,4 stars,2019,moa
Skates are not well maintained/not in good condition.,2 stars,2020,moa
nope! maybe next time,5 stars,2023,moa
"Really fun, to many polar bears",5 stars,2020,moa
All good,4 stars,2023,moa
Open for kids now..hello SM....!!!,5 stars,2022,moa
Horrible experience. Bad service,1 star,2020,moa
"Currently closed. Dec 27, 2020.",5 stars,2021,moa
nice and cool,5 stars,2023,moa
good service,5 stars,2023,moa
Jampacked,4 stars,2020,moa
Love to try someday Ice Skating,5 stars,2022,moa
It's a great experience,5 stars,2019,moa
It's not operational yet,1 star,2021,moa
Fun,5 stars,2023,moa
good dating spot...,5 stars,2023,moa
Still somewhat crowded,4 stars,2023,moa
Nice view,5 stars,2022,moa
It was fun playing there,5 stars,2020,moa
Sadly! The ice rink is closed.,5 stars,2021,moa
Awesome experience.,5 stars,2023,moa
It's awesome 😍😘😘 …,5 stars,2022,moa
Love it,5 stars,2023,moa
Good,5 stars,2023,moa
Coolest place in town.,5 stars,2019,moa
😒 …,1 star,2021,moa
Happy New Year 2021,5 stars,2021,moa
Amazing,4 stars,2023,moa
It's nice,3 stars,2020,moa
Nice cold,5 stars,2021,moa
Best experience,5 stars,2023,moa
Very nice place,4 stars,2019,moa
👍👍👍 …,5 stars,2019,moa
So cold here tho,5 stars,2021,moa
Sm molino,3 stars,2021,moa
My daughter loves it,5 stars,2020,moa
planning on playing here,4 stars,2022,moa
Great playground for skaters,5 stars,2018,moa
I enjoyed the place,4 stars,2020,moa
Great,5 stars,2023,moa
Only one in the Phils.,4 stars,2020,moa
My place.,4 stars,2018,moa
Awesome 🙂 …,4 stars,2022,moa
As of now not in use,5 stars,2022,moa
Gr8,4 stars,2023,moa
Had so much Fun!!,5 stars,2019,moa
Nice,5 stars,2023,moa
Enjoy !!❤️❤️,5 stars,2023,moa
A satisfying experienced.,4 stars,2019,moa
Good but smelly,5 stars,2020,moa
too crowded.,2 stars,2023,moa
Big ice skating rink,5 stars,2023,moa
Not open now.,5 stars,2021,moa
As per Olympic standards,5 stars,2022,moa
Staff are accommodating,5 stars,2021,moa
Cool.,5 stars,2017,moa
Many food stalls,5 stars,2022,moa
Love it,5 stars,2021,moa
Crowded,4 stars,2023,moa
Jahs,5 stars,2022,moa
Cool place,4 stars,2021,moa
Good 👍 …,3 stars,2023,moa
Great playground,4 stars,2019,moa
Amazing experience.,5 stars,2016,moa
Cold.,5 stars,2019,moa
Love that place,5 stars,2021,moa
Skating,4 stars,2023,moa
30-Dec-07,4 stars,2017,moa
Moo,5 stars,2023,moa
Nice place,4 stars,2019,moa
Great,3 stars,2022,moa
Close now :(,5 stars,2022,moa
Its so cold,1 star,2019,moa
Iloveit,5 stars,2020,moa
closed atm,5 stars,2022,moa
I love to skate,5 stars,2023,moa
Awsome,5 stars,2015,moa
👏💙🎿 …,4 stars,2019,moa
Best,5 stars,2021,moa
Wonderful,5 stars,2021,moa
Unlimited skate 💘 …,5 stars,2019,moa
Fantastic,5 stars,2020,moa
Love ♥️👌 …,5 stars,2021,moa
nice,5 stars,2019,moa
Fun,5 stars,2019,moa
closed still,1 star,2022,moa
Want to visit,5 stars,2018,moa
Close cold,2 stars,2021,moa
Expensive.,5 stars,2021,moa
it is cool,5 stars,2021,moa
Awesome,3 stars,2023,moa
Great,5 stars,2023,moa
nice,5 stars,2023,moa
Nice place,4 stars,2020,moa
Crowded,3 stars,2023,moa
Loved it,4 stars,2019,moa
Fun fun fun,5 stars,2020,moa
Ice skating on the 3rd floor of the main building. Totally cool and strange. Easy rental and entry. You can also book an instructor 😎 …,5 stars,2024,moa
"It's so much fun, it's worth the 2hours!!!
Face your fear to learn hahahahahahaha",5 stars,2023,moa
"I have only visited the Philippines once in a long time. I haven't been able to go there twice recently, so I will go again next time.
I decided to buy tickets on metrodeal today.
Once the tickets are purchased, you will have a strong motivation to take the time to play.",4 stars,2023,moa
"There are too many people, which makes the ice rink very humid and watery, and the smell of sweat is very strong.",3 stars,2024,moa
"I think for a first timer like me, the overall experience was good. My only complaint would be their gears especially the ice skates. Bro they really stink so you need to disinfect after tying the laces lol. Filthy af. I hope they sanitize it",4 stars,2023,moa
"I don't know if I need to expect the stench from the helmet and skates, the stench is terrible.. I'm sorry, but I enjoy skating even if I smell something stinky

Just a tip, if you have your own skates and helmet, it's better to bring them, then regarding the ticket, get it earlier in the metro deal, you'll get cheaper anyway..

Ps, the staff are really nice.",3 stars,2023,moa
Was about to try skating for the first time because the next one is still available at 4pm. Next time. The prices are clean and posted outside and can be seen immediately.,4 stars,2023,moa
"Skating was fun, I didn't expect to fall so many times haha ​​it's cheaper to book at metrodeal than to buy in line. It's a bit tiring to skate because you don't know if you might get hurt later, but just be careful. Probably not gonna be going here again because of the resulting tiredness but definitely one for the books",5 stars,2023,moa
"A beautiful ice rink offers a large ice rink for hockey.
Players training in progress while I take photos.
Skating materials are rented to those who want to try.",4 stars,2023,moa
"This place is amazingly fun, but I really couldn't stand the stench of the helmets, I'm not sure if they were sanitized and heated, even the shoes, the smell sticks to the hands and the shoes are stinky, I don't know what ways to get rid of the smell but I hope to find a way",4 stars,2023,moa
"It is forbidden to vape but the very person who gave the skates vape! Another complaint, The guards themselves did not visit those who vaped near the CR/massage chair.!
Also, those at the cashier step 2 are rude, the ones who are too lazy to swipe the card, the machine for card payment is always offline! when you get angry, they just say that the card is fine, please educate yourself about using the card!!!! We have already visited a few times. but your reason is always offline when card payment! better remove it as an option for payment!!! We are just wondering because other establishments all their card terminals are working but this skating rink in our five visits is always offline!!! The cashier at STEP 2 is doing more work than to input the card!!! The skates are torn that's not minimaintained! Your staff need to be retrained at the skating rink MOA. It's a waste of time to visit! Very disappointed as a Tourist!",1 star,2023,moa
"Beautiful place, cheap price, you can bring your children to play for a whole day ~
There is a bus on the first floor. You can go shopping in Makati in the evening or take a special bus to Okada to watch the water dance show😊 …",5 stars,2020,moa
"It is located inside the Mall of Asia building. This is a skating rink located inside a huge mall in the land of eternal summer. When I first saw it, it suddenly appeared in front of me and I wondered why. Why is it so hot? That's what I thought, but I also thought that ice skating, a winter sport, could be practiced in hot weather and places. Above all, this coolness has become a place of relaxation in the Philippines, and considering that it has even led to the birth of Olympic athletes, I think it is a great achievement.
I don't know the quality of the ice cream because I have no experience with it, but it's a good place that many people can enjoy.",4 stars,2021,moa
"I hope it's the first time for my son to be able to ice skate, because the timing is wrong, there are too many people, but I will make sure when we come back, we will try to be together.",2 stars,2023,moa
"It's as expected. If you want to play, it's recommended to wear a jacket. It will be a bit cold if you stay inside for a long time.",5 stars,2019,moa
"The rink is well maintained, not too crowded and quite spacious.

425 pesos for entry and skate and helmet rental.

You also need to rent a locker to put your stuff in for 50 pesos.",4 stars,2020,moa
It's tiring but it's fun. I already know.,5 stars,2023,moa
The coldest place in Manila. I haven’t skated on it. You can try it.,3 stars,2017,moa
"You can play for 2 hours for 330 pesos.
Rental skates are sticky and smelly.",4 stars,2023,moa
People are ready .. Must go early . Especially weekends,5 stars,2023,moa
"I had a lot of fun playing
It's cheap and there's a bear chair so even people who can't skate can have fun.
It was like sitting on a bear chair and pushing it from behind, and I had a lot of fun with it.",5 stars,2023,moa
"I borrowed shoes from an ice skating event in the Philippines, but they were old and the laces were broken, there were holes in them, and my socks got wet.
The inside of my shoes also smell bad and it's the worst. It cost about 1,200 yen in Japanese yen, so I think the number of customers will decrease if we don't clean the necessary items properly.",1 star,2023,moa
"Neutral rate is 3 out of 5
-1 nothing per hour
- 1 hour break to repair potholes
-1 made close for the viewer to pay
-1 in his view now, it was simple before, but now it's ugly...
+1 have new shoes because the shoes I got don't stink hehe and head cup to protect
+1 there is an ice bear to help others to enjoy and balance
So 3-4+2=1 🌟",1 star,2020,moa
fun and beautiful,4 stars,2023,moa
"It covers a large area, but the food center still has international brands. Compared with shopping malls in Bangkok, it is still far behind.",4 stars,2023,moa
He's ugly when you don't have Jowa with you. You should go here in pairs because you will be others. 😆 …,1 star,2023,moa
The best But it's annoying,5 stars,2022,moa
The skating shoes are all old and THEIR CR stinks! Disgusting!,2 stars,2023,moa
It's nice here when 10:00-11:30 there are only a few people here but in the afternoon we just adjust to the Rink being quite crowded but not full hehe,5 stars,2020,moa
"I'm not good at using credit cards. The internet is slow and doesn't work... ah, shopping is a mess.",1 star,2023,moa
Shouldn't be missed. Have a lot of fun. Prices are ok,5 stars,2023,moa
I thought skating was easy haha ​​but it's still a fun experience,4 stars,2023,moa
It was my first time to try this ice skating. And yes super fun 😂 I'm just on the edge all the time 😂 It's hard to fall especially if there's no one to join but I'm pretty sure I'll get back to you 😋 …,5 stars,2019,moa
"it's ok, it's a bigger place in megamall.. it's been a while since the last time there was someone who didn't know how to hit me and I went over the floor.. I'm afraid I'm going to pass.. I'm sorry, sister.. hehe, it's ok at least not with my son.",5 stars,2019,moa
Didn't enter even the 2nd batch.,1 star,2023,moa
"It's a shame that we went early in the afternoon, it would have been worth it if we went there early🥴 …",4 stars,2022,moa
My son always enjoys it here!,5 stars,2020,moa
"It is nice to practice, they have a new place in the mall of asia, they are a bit hidden.",5 stars,2020,moa
"There is a bag storage area on the roadside on the first floor of the ice rink building - It's free across from the valet parking, but there's an atmosphere where you secretly want a tip - You just leave your bag there without knowing - You take the receipt - It seems like they use the receipt to retrieve your bag later and keep it only until operating hours.",4 stars,2020,moa
He's bigger than before where the space is quite small.,5 stars,2018,moa
You experienced how cold he is and how he hurts at the same time,5 stars,2021,moa
"It's fun to ride while dragging a bear.
The hat and skates smelled really bad.",4 stars,2023,moa
que,5 stars,2022,moa
Where are you going?,5 stars,2023,moa
"Okay, we're late",5 stars,2022,moa
Shon's leg is injured,2 stars,2023,moa
I think it's nice to have a facility like this in a mall.,5 stars,2017,moa
When will it open and will it remain closed?,5 stars,2018,moa
I just find it okay,4 stars,2021,moa
hahahahaha,4 stars,2023,moa
It's me!!💖 …,5 stars,2023,moa
It's good to eat,5 stars,2022,moa
,5 stars,2023,moa
Enjoy it so much,5 stars,2023,moa
Ang says I am!!! 😅😂😂 …,5 stars,2020,moa
,5 stars,2022,moa
It's very cold here.,5 stars,2021,moa
Sarado p,1 star,2021,moa
Better than SM Southmall,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2020,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2019,moa
Closed,1 star,2021,moa
fun,4 stars,2020,moa
God is from flatulence,5 stars,2020,moa
A lot of people,4 stars,2020,moa
,4 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2022,moa
,5 stars,2018,moa
,5 stars,2023,moa
,5 stars,2020,moa
,3 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,3 stars,2020,moa
,3 stars,2020,moa
,3 stars,2020,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2023,moa
,1 star,2023,moa
,5 stars,2023,moa
,1 star,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,2 stars,2022,moa
,5 stars,2022,moa
,4 stars,2023,moa
,2 stars,2021,moa
,4 stars,2019,moa
,5 stars,2023,moa
,4 stars,2020,moa
,1 star,2023,moa
,5 stars,2020,moa
,5 stars,2021,moa
,5 stars,2022,moa
,5 stars,2021,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,4 stars,2023,moa
,5 stars,2021,moa
,4 stars,2021,moa
,5 stars,2023,moa
,4 stars,2020,moa
,5 stars,2020,moa
,3 stars,2019,moa
,5 stars,2023,moa
,5 stars,2022,moa
,4 stars,2022,moa
,4 stars,2023,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2020,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,4 stars,2020,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2022,moa
,4 stars,2020,moa
,4 stars,2023,moa
,4 stars,2022,moa
,5 stars,2021,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2022,moa
,5 stars,2022,moa
,4 stars,2021,moa
,5 stars,2022,moa
,3 stars,2022,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2023,moa
,3 stars,2019,moa
,5 stars,2021,moa
,5 stars,2023,moa
,5 stars,2019,moa
,5 stars,2023,moa
,3 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,4 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2018,moa
,3 stars,2023,moa
,4 stars,2019,moa
,3 stars,2021,moa
,5 stars,2023,moa
,4 stars,2020,moa
,5 stars,2020,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,3 stars,2022,moa
,5 stars,2020,moa
,5 stars,2021,moa
,5 stars,2024,moa
,5 stars,2020,moa
,4 stars,2024,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2019,moa
,4 stars,2020,moa
,3 stars,2023,moa
,4 stars,2023,moa
,4 stars,2023,moa
,5 stars,2019,moa
,4 stars,2021,moa
,5 stars,2022,moa
,3 stars,2020,moa
,5 stars,2018,moa
,5 stars,2023,moa
,5 stars,2020,moa
,5 stars,2024,moa
,3 stars,2020,moa
,5 stars,2017,moa
,4 stars,2019,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2021,moa
,1 star,2020,moa
,4 stars,2023,moa
,5 stars,2020,moa
,5 stars,2022,moa
,5 stars,2021,moa
,4 stars,2021,moa
,5 stars,2020,moa
,5 stars,2019,moa
,5 stars,2023,moa
,3 stars,2023,moa
,5 stars,2024,moa
,5 stars,2018,moa
,5 stars,2022,moa
,1 star,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,3 stars,2019,moa
,4 stars,2023,moa
,5 stars,2017,moa
,5 stars,2023,moa
,5 stars,2022,moa
,3 stars,2023,moa
,4 stars,2023,moa
,4 stars,2023,moa
,5 stars,2019,moa
,5 stars,2019,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2022,moa
,4 stars,2021,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,1 star,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,3 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2019,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,1 star,2019,moa
,5 stars,2023,moa
,4 stars,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,3 stars,2020,moa
,5 stars,2021,moa
,4 stars,2019,moa
,1 star,2023,moa
,1 star,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,1 star,2023,moa
,5 stars,2019,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2021,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,3 stars,2019,moa
,5 stars,2020,moa
,5 stars,2022,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2021,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2021,moa
,3 stars,2019,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2019,moa
,5 stars,2020,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2021,moa
,4 stars,2023,moa
,3 stars,2021,moa
,4 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,3 stars,2021,moa
,3 stars,2023,moa
,4 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,3 stars,2022,moa
,5 stars,2020,moa
,4 stars,2019,moa
,4 stars,2020,moa
,3 stars,2020,moa
,5 stars,2021,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,5 stars,2023,moa
,4 stars,2020,moa
,4 stars,2020,moa
,5 stars,2019,moa
,5 stars,2023,moa
,3 stars,2022,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2021,moa
,5 stars,2018,moa
,2 stars,2019,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2020,moa
,4 stars,2023,moa
,5 stars,2023,moa
,4 stars,2017,moa
,5 stars,2022,moa
,3 stars,2020,moa
,5 stars,2021,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,4 stars,2023,moa
,4 stars,2019,moa
,4 stars,2023,moa
,3 stars,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,3 stars,2023,moa
,5 stars,2022,moa
,5 stars,2019,moa
,1 star,2020,moa
,5 stars,2023,moa
,5 stars,2021,moa
,4 stars,2018,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2021,moa
,5 stars,2019,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,4 stars,2019,moa
,4 stars,2022,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2024,moa
,4 stars,2021,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,5 stars,2019,moa
,5 stars,2023,moa
,4 stars,2021,moa
,4 stars,2023,moa
,5 stars,2020,moa
,5 stars,2023,moa
,4 stars,2020,moa
,5 stars,2023,moa
,4 stars,2024,moa
,5 stars,2020,moa
,5 stars,2023,moa
,3 stars,2019,moa
,4 stars,2020,moa
,5 stars,2023,moa
,5 stars,2021,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,4 stars,2023,moa
,3 stars,2023,moa
,3 stars,2022,moa
,4 stars,2023,moa
,4 stars,2023,moa
,1 star,2018,moa
,5 stars,2021,moa
,4 stars,2020,moa
,5 stars,2020,moa
,4 stars,2019,moa
,4 stars,2019,moa
,5 stars,2019,moa
,3 stars,2020,moa
,5 stars,2022,moa
,4 stars,2021,moa
,4 stars,2020,moa
,5 stars,2020,moa
,3 stars,2020,moa
,5 stars,2022,moa
,4 stars,2020,moa
,5 stars,2021,moa
,5 stars,2020,moa
,5 stars,2020,moa
,1 star,2020,moa
,4 stars,2023,moa
,2 stars,2021,moa
,5 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2020,moa
,4 stars,2020,moa
,3 stars,2021,moa
,1 star,2023,moa
,4 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,4 stars,2021,moa
,5 stars,2023,moa
,3 stars,2021,moa
,5 stars,2023,moa
,5 stars,2021,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2021,moa
,5 stars,2020,moa
,5 stars,2022,moa
,5 stars,2018,moa
,5 stars,2024,moa
,4 stars,2022,moa
,5 stars,2016,moa
,1 star,2024,moa
,5 stars,2023,moa
,4 stars,2021,moa
,5 stars,2022,moa
,5 stars,2020,moa
,5 stars,2019,moa
,4 stars,2023,moa
,4 stars,2019,moa
,5 stars,2019,moa
,5 stars,2023,moa
,3 stars,2020,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,4 stars,2023,moa
,5 stars,2022,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,4 stars,2020,moa
,5 stars,2023,moa
,5 stars,2022,moa
,1 star,2023,moa
,5 stars,2020,moa
,3 stars,2020,moa
,4 stars,2023,moa
,5 stars,2022,moa
,4 stars,2020,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2022,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2022,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,5 stars,2021,moa
,5 stars,2023,moa
,4 stars,2021,moa
,5 stars,2020,moa
,4 stars,2021,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2022,moa
,1 star,2021,moa
,5 stars,2021,moa
,5 stars,2020,moa
,3 stars,2023,moa
,3 stars,2023,moa
,4 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2020,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2020,moa
,1 star,2019,moa
,4 stars,2019,moa
,4 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2021,moa
,5 stars,2022,moa
,4 stars,2019,moa
,5 stars,2019,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,4 stars,2022,moa
,3 stars,2023,moa
,4 stars,2023,moa
,4 stars,2020,moa
,5 stars,2023,moa
,4 stars,2020,moa
,5 stars,2023,moa
,4 stars,2020,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,5 stars,2022,moa
,4 stars,2024,moa
,5 stars,2020,moa
,5 stars,2019,moa
,1 star,2022,moa
,5 stars,2023,moa
,3 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2021,moa
,5 stars,2022,moa
,4 stars,2023,moa
,2 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,3 stars,2021,moa
,5 stars,2022,moa
,5 stars,2020,moa
,5 stars,2019,moa
,5 stars,2023,moa
,3 stars,2021,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2019,moa
,4 stars,2023,moa
,3 stars,2019,moa
,3 stars,2023,moa
,5 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2021,moa
,5 stars,2020,moa
,5 stars,2023,moa
,3 stars,2023,moa
,5 stars,2021,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,1 star,2021,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2020,moa
,5 stars,2020,moa
,4 stars,2020,moa
,4 stars,2019,moa
,4 stars,2019,moa
,4 stars,2023,moa
,4 stars,2020,moa
,5 stars,2022,moa
,4 stars,2023,moa
,5 stars,2023,moa
,4 stars,2022,moa
,5 stars,2023,moa
,1 star,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2022,moa
,5 stars,2019,moa
,1 star,2024,moa
,3 stars,2019,moa
,5 stars,2020,moa
,4 stars,2020,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,1 star,2021,moa
,5 stars,2022,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2020,moa
,4 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2019,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,5 stars,2023,moa
,4 stars,2023,moa
,5 stars,2021,moa
,5 stars,2019,moa
,5 stars,2020,moa
,5 stars,2020,moa
,5 stars,2023,moa
